replication,method,asep,aaep
194,ar1,45.67397389534478,3.537396354424673
195,mean,31.512597777759453,3.6001732700064966
195,median,32.075689383351495,3.5760007893242185
195,ar1,31.95550816622527,3.525790478793175
196,mean,31.85381919228195,3.3922449888101016
196,median,31.017078609562923,3.3306207360314986
196,ar1,33.079741995736136,3.1472749060971195
197,mean,37.025886798266626,3.494969681007879
197,median,36.700118438231556,3.4023565462134924
197,ar1,40.1264631273496,3.3633860108487856
198,mean,36.17486196582225,3.554963405391849
198,median,35.8919579614884,3.500616449800407
198,ar1,65.58439616846285,3.6661934934397813
199,mean,30.67827983487213,3.4604813154731033
199,median,29.834767177064663,3.392593867348934
199,ar1,30.063489947619637,3.309328873715501
